    #theta              beta_x             alpha_x              beta_y             alpha_y
     211.6625000        0.7631515535       -0.1765143776         4.155683207       -0.4931233590E-02
     211.7812500        0.7665006170       -0.1892378733         4.155771886       -0.4753449473E-02
     211.9000000        0.7700838471       -0.2019968832         4.155855647       -0.4391914247E-02
     212.0187500        0.7739020142       -0.2147852929         4.155931448       -0.3882264884E-02
     212.1375000        0.7779557155       -0.2275886776         4.155997259       -0.3299587434E-02
     212.2562500        0.7822457668       -0.2404436521         4.156049948       -0.2448608515E-02
     212.3750000        0.7867732041       -0.2533358077         4.156085328       -0.1410102748E-02
     212.4937500        0.7915387365       -0.2662419612         4.156101052       -0.3042183519E-03
     212.6125000        0.7965434205       -0.2792212599         4.156092990        0.1182931384E-02
     212.7312500        0.8017888506       -0.2922708611         4.156054319        0.3030190478E-02
     212.8500000        0.8072764123       -0.3053685125         4.155979478        0.5120579570E-02
     212.9687500        0.8130071697       -0.3184988271         4.155864619        0.7383235063E-02
     213.0875000        0.8189826606       -0.3317261200         4.155703537        0.1014480924E-01
     213.2062500        0.8252047127       -0.3450146108         4.155488721        0.1321948072E-01
     213.3250000        0.8316747363       -0.3583514392         4.155214860        0.1655219349E-01
     213.4437500        0.8383950504       -0.3718448066         4.154872142        0.2068552977E-01
     213.5625000        0.8453686155       -0.3854521306         4.154447789        0.2539682597E-01
     213.6812500        0.8525979998       -0.3991692427         4.153931199        0.3066927046E-01
     213.8000000        0.8600870598       -0.4131356260         4.153305626        0.3718308293E-01
     213.9187500        0.8678410760       -0.4273605817         4.152547806        0.4495965640E-01
     214.0375000        0.8758652958       -0.4418254211         4.151635213        0.5389128381E-01
     214.1562500        0.8841654710       -0.4565973927         4.150543494        0.6427589122E-01
     214.2750000        0.8927484236       -0.4717183007         4.149243977        0.7627468350E-01
     214.3937500        0.9016215944       -0.4872060383         4.147706070        0.8992353880E-01
     214.5125000        0.9107922541       -0.5030167372         4.145901048        0.1049731675
     214.6312500        0.9202674210       -0.5191591282         4.143802391        0.1214231657
     214.7500000        0.9300558093       -0.5357998987         4.141377190        0.1399492236
     214.8357500        0.9373239361       -0.5480522068         4.139404386        0.1542386505
     214.9215000        0.9447631792       -0.5604850196         4.137233876        0.1691882411
     215.0072500        0.9523766421       -0.5731321977         4.134855626        0.1849186345
     215.0930000        0.9601676675       -0.5859922332         4.132259006        0.2013914261
     215.1787500        0.9681396166       -0.5990660806         4.129433799        0.2185776452
     215.2645000        0.9762958197       -0.6123449143         4.126370420        0.2364060399
     215.3502500        0.9846394376       -0.6258090815         4.123060496        0.2547613544
     215.4360000        0.9931728390       -0.6393573178         4.119499433        0.2731929792
     215.5217500         1.001898310       -0.6530762631         4.115683367        0.2920384722
     215.6075000         1.010818694       -0.6669582671         4.111606519        0.3112390429
     215.6932500         1.019936779       -0.6810000274         4.107263743        0.3307549369
     215.7790000         1.029255349       -0.6952003854         4.102650331        0.3505557985
     215.8647500         1.038777203       -0.7095599241         4.097761902        0.3706188395
     215.9505000         1.048505522       -0.7241309014         4.092592984        0.3911225297
     216.0362500         1.058443153       -0.7388082033         4.087139850        0.4116263025
     216.1220000         1.068592293       -0.7535982148         4.081401658        0.4321417042
     216.2077500         1.078955434       -0.7685345761         4.075376699        0.4527807260
     216.2935000         1.089536160       -0.7837404971         4.069059509        0.4739784549
     216.3792500         1.100338050       -0.7990879473         4.062445101        0.4952244056
     216.4650000         1.111364467       -0.8146702039         4.055529734        0.5168413031
     216.5507500         1.122620176       -0.8305946614         4.048305002        0.5391824678
     216.6365000         1.134109778       -0.8467255657         4.040763702        0.5617129560
     216.7222500         1.145836960       -0.8630612264         4.032902456        0.5844025232
     216.8080000         1.157806840       -0.8798084542         4.024713346        0.6079373547
     216.8937500         1.170026177       -0.8969952645         4.016183457        0.6323516199
     216.9795000         1.182500597       -0.9144231131         4.007304615        0.6569136337
     217.0652500         1.195236470       -0.9323954276         3.998066851        0.6826065622
     217.1510000         1.208242798       -0.9509847909         3.988452267        0.7095881054
     217.2367500         1.221527454       -0.9699501781         3.978447881        0.7369791535
     217.3225000         1.235098132       -0.9895047527         3.968042414        0.7654032786
     217.4082500         1.248965229        -1.009822755         3.957217012        0.7953229519
